seq_ID	ID	mRNA	ORF_strand	ORF_frame	ORF_start	ORF_end	ORF	Fickett	Hexamer	Coding_prob
PB.9730.5	PB.9730.5_ORF_1	181	+	3	111	179	69	1.0206	0.554827305875578	0.454767268652476
PB.9730.6	PB.9730.6_ORF_1	403	+	1	55	402	348	1.1965	0.599616683523668	0.978245764132641
PB.9730.7	PB.9730.7_ORF_1	244	+	1	49	243	195	1.2175	0.573932485282003	0.882825844724161
PB.9730.8	PB.9730.8_ORF_1	1676	+	3	54	590	537	1.0816	0.00653344613431859	0.864780557057244
PB.9730.9	PB.9730.9_ORF_1	662	+	2	218	460	243	0.782	-0.25751611148051	0.0177555935724749
PB.9731.1	PB.9731.1_ORF_1	2746	+	2	98	1729	1632	1.2669	0.751421928212079	0.999999995442605
PB.9731.2	PB.9731.2_ORF_2	1960	+	3	258	422	165	0.7197	0.021972166865484	0.0300114049227385
PB.9731.5	PB.9731.5_ORF_7	670	+	3	141	194	54	0.9329	-0.0799450868295091	0.0106620268625586
PB.9731.4	PB.9731.4_ORF_1	2296	+	1	121	453	333	1.2025	0.712491568576945	0.985796738502142
PB.9731.3	PB.9731.3_ORF_1	3572	+	2	98	1729	1632	1.2669	0.751421928212079	0.999999995231452
PB.9731.6	PB.9731.6_ORF_1	3112	+	2	98	1729	1632	1.2669	0.751421928212079	0.999999995350222
PB.9731.7	PB.9731.7_ORF_1	2024	+	2	98	1588	1491	1.2408	0.758747492412194	0.999999977798439
PB.9731.8	PB.9731.8_ORF_1	2164	+	2	98	1729	1632	1.2669	0.751421928212079	0.999999995585743
PB.9731.10	PB.9731.10_ORF_1	322	+	2	38	202	165	0.7197	0.021972166865484	0.0327392574891301
PB.9731.9	PB.9731.9_ORF_1	797	+	1	31	363	333	1.2025	0.712491568576945	0.986902768496534
PB.9731.11	PB.9731.11_ORF_1	288	+	1	28	288	261	1.1101	0.777524783188748	0.97393314516349
PB.9731.13	PB.9731.13_ORF_1	433	+	3	12	431	420	0.9582	0.617831865602883	0.980138378345966
PB.9731.12	PB.9731.12_ORF_1	1611	+	2	98	1609	1512	1.2408	0.76920647597318	0.999999983895396
PB.9732.1	PB.9732.1_ORF_1	246	+	2	119	217	99	0.7652	-0.54733653491765	0.000599989687898173
PB.9733.1	PB.9733.1_ORF_1	2371	+	1	313	1656	1344	0.7873	0.0641108876957773	0.999962115473481
PB.9735.1	PB.9735.1_ORF_1	1331	+	3	93	752	660	0.7268	0.23389480033882	0.96792974610228
PB.9735.2	PB.9735.2_ORF_1	3449	+	3	78	737	660	0.7268	0.23389480033882	0.964122151601809
PB.9735.4	PB.9735.4_ORF_1	679	+	1	292	564	273	0.4912	-0.153817205806807	0.01709711520378
PB.9736.2	PB.9736.2_ORF_1	961	+	3	432	551	120	0.6364	-0.241011476517181	0.00299626314790691
PB.9736.1	PB.9736.1_ORF_9	2136	+	3	294	350	57	0.977	0.196367891496854	0.0601769002972809
PB.9737.2	PB.9737.2_ORF_3	943	+	2	32	232	201	1.0741	0.433026664017942	0.667940943162674
PB.9737.1	PB.9737.1_ORF_1	2481	+	1	676	1770	1095	1.1977	0.339417435042023	0.999971752770288
PB.9738.1	PB.9738.1_ORF_1	4470	+	2	284	2002	1719	1.2866	0.455108107524652	0.999999989322431
PB.9738.3	PB.9738.3_ORF_6	2434	+	1	184	297	114	0.7394	0.0702281830902388	0.023856907476446
PB.9738.4	PB.9738.4_ORF_3	1429	+	2	23	178	156	0.5698	-0.0165244173268553	0.0134183835351836
PB.9738.5	PB.9738.5_ORF_1	169	+	1	7	60	54	0.7499	-0.816816466335572	6.73696962974282e-05
PB.9738.6	PB.9738.6_ORF_2	295	+	3	204	293	90	0.614	-0.168163600072205	0.00319916534985284
PB.9739.1	PB.9739.1_ORF_1	2219	+	1	133	702	570	1.2759	0.540527049022342	0.997773747611496
PB.9739.2	PB.9739.2_ORF_2	453	+	2	107	199	93	0.9525	-0.0459893937589117	0.0216999335458901
PB.9739.3	PB.9739.3_ORF_1	798	+	3	102	254	153	1.1761	0.631109398387709	0.848573237830886
PB.9739.4	PB.9739.4_ORF_1	1298	+	1	133	663	531	1.2417	0.492180255053819	0.995073103052949
PB.9739.5	PB.9739.5_ORF_1	1244	+	1	133	702	570	1.2759	0.540527049022342	0.997889394168023
PB.9739.6	PB.9739.6_ORF_1	1324	+	1	133	783	651	1.2504	0.482096092101073	0.998665703579975
PB.9739.7	PB.9739.7_ORF_2	1160	+	2	467	619	153	1.1761	0.631109398387709	0.846005032229811
PB.9739.8	PB.9739.8_ORF_1	1377	+	1	133	744	612	1.191	0.436437775951138	0.996655059992072
PB.9740.1	PB.9740.1_ORF_1	4959	+	3	1053	4082	3030	1.3108	0.561399745594687	1
PB.9740.2	PB.9740.2_ORF_1	4555	+	1	649	3678	3030	1.3108	0.561399745594687	1
PB.9740.3	PB.9740.3_ORF_1	4698	+	3	792	3821	3030	1.3108	0.561399745594687	1
PB.9740.4	PB.9740.4_ORF_1	4455	+	2	548	3577	3030	1.3108	0.561399745594687	1
PB.9740.5	PB.9740.5_ORF_1	4781	+	2	872	3901	3030	1.3108	0.561399745594687	1
PB.9740.6	PB.9740.6_ORF_1	4666	+	2	761	3790	3030	1.3108	0.561399745594687	1
PB.9740.7	PB.9740.7_ORF_1	4922	+	2	1016	4045	3030	1.3108	0.561399745594687	1
PB.9740.8	PB.9740.8_ORF_1	2109	+	2	443	1273	831	1.2121	0.587734999923135	0.999888100737897
PB.9740.9	PB.9740.9_ORF_1	4286	+	2	377	3406	3030	1.3108	0.561399745594687	1
PB.9740.10	PB.9740.10_ORF_1	2358	+	3	531	1481	951	1.2793	0.584277584341814	0.999975998104151
PB.9740.11	PB.9740.11_ORF_1	4369	+	1	502	3492	2991	1.3108	0.567503619682751	1
PB.9740.12	PB.9740.12_ORF_4	981	+	1	340	435	96	0.9811	0.0357682841206221	0.0388218137007299
PB.9740.13	PB.9740.13_ORF_1	1245	+	2	653	1039	387	1.2898	0.510931515002466	0.981649259591057
PB.9740.14	PB.9740.14_ORF_1	2451	+	1	841	2325	1485	1.3191	0.499337838336922	0.99999991043556
PB.9740.15	PB.9740.15_ORF_1	4310	+	1	403	3432	3030	1.3108	0.561399745594687	1
PB.9740.16	PB.9740.16_ORF_1	4238	+	2	329	3358	3030	1.3108	0.561399745594687	1
PB.9740.17	PB.9740.17_ORF_1	4141	+	1	271	3264	2994	1.3108	0.565464579790495	1
PB.9740.18	PB.9740.18_ORF_1	2801	+	2	248	1924	1677	1.2673	0.587287555419213	0.999999992529596
PB.9740.19	PB.9740.19_ORF_1	3870	+	3	288	2993	2706	1.3108	0.570727898938854	1
PB.9740.20	PB.9740.20_ORF_1	4145	+	2	239	3268	3030	1.3108	0.561399745594687	1
PB.9740.21	PB.9740.21_ORF_1	1793	+	2	233	1432	1200	1.2866	0.454786106107883	0.999996928906381
PB.9740.22	PB.9740.22_ORF_1	1994	+	2	230	1117	888	1.2936	0.590500203335346	0.999956361845294
PB.9740.25	PB.9740.25_ORF_1	1558	+	2	218	1558	1341	1.3108	0.534138438701543	0.999999644163611
PB.9740.23	PB.9740.23_ORF_1	3865	+	2	218	3259	3042	1.3108	0.531463831903749	1
PB.9740.24	PB.9740.24_ORF_1	3122	+	2	218	2707	2490	1.3046	0.480738266035336	0.999999999998569
PB.9740.27	PB.9740.27_ORF_1	2781	+	2	212	2422	2211	1.3108	0.531054915541633	0.999999999977021
PB.9740.29	PB.9740.29_ORF_1	3068	+	2	206	472	267	0.9866	0.325033537039634	0.589961651245781
PB.9740.28	PB.9740.28_ORF_1	3947	+	2	206	3070	2865	1.3108	0.581912565148618	1
PB.9740.30	PB.9740.30_ORF_1	1895	+	2	203	1831	1629	1.2052	0.409590118791628	0.99999995571379
PB.9740.36	PB.9740.36_ORF_1	2146	+	3	198	1787	1590	1.3191	0.465926190407109	0.999999966676417
PB.9740.31	PB.9740.31_ORF_1	4065	+	3	198	3188	2991	1.3108	0.567503619682751	1
PB.9740.33	PB.9740.33_ORF_1	3888	+	3	198	3227	3030	1.3108	0.561399745594687	1
PB.9740.39	PB.9740.39_ORF_1	790	+	3	198	584	387	1.2898	0.510931515002466	0.982093317833144
PB.9740.35	PB.9740.35_ORF_1	2748	+	3	198	2375	2178	1.3108	0.543925328175262	0.999999999969312
PB.9740.37	PB.9740.37_ORF_1	2062	+	3	198	1184	987	1.2996	0.605880866191537	0.999987088991986
PB.9740.34	PB.9740.34_ORF_1	3233	+	3	198	2870	2673	1.3108	0.522337130228974	0.999999999999859
PB.9740.32	PB.9740.32_ORF_1	4033	+	3	198	3152	2955	1.3108	0.571696593445228	1
PB.9740.38	PB.9740.38_ORF_1	1618	+	3	198	1598	1401	1.2728	0.400536124374455	0.999999532116171
PB.9740.40	PB.9740.40_ORF_1	2941	+	2	197	2575	2379	1.3046	0.494685028223095	0.999999999995492
PB.9740.41	PB.9740.41_ORF_1	3976	+	1	196	3099	2904	1.3108	0.575349870995657	1
PB.9740.42	PB.9740.42_ORF_1	3856	+	1	238	2979	2742	1.3108	0.566166477763223	1
PB.9740.44	PB.9740.44_ORF_1	2038	+	2	188	1327	1140	1.2731	0.419499775282967	0.999992095790536
PB.9740.43	PB.9740.43_ORF_1	3520	+	2	188	3196	3009	1.3108	0.56126395890552	1
PB.9740.45	PB.9740.45_ORF_1	2554	+	1	187	1677	1491	1.3108	0.5296081495203	0.999999927874907
PB.9740.46	PB.9740.46_ORF_1	4461	+	3	1317	3584	2268	1.2772	0.533707441121637	0.999999999985287
PB.9740.47	PB.9740.47_ORF_1	3209	+	2	170	2548	2379	1.3108	0.511387799527733	0.999999999995953
PB.9740.51	PB.9740.51_ORF_1	2072	+	3	168	1463	1296	1.2357	0.463168856284107	0.9999987932928
PB.9740.50	PB.9740.50_ORF_1	2094	+	1	241	1218	978	1.2334	0.581140318570221	0.999979118734996
PB.9740.48	PB.9740.48_ORF_1	3650	+	3	168	3287	3120	1.3108	0.515026243717263	1
PB.9740.49	PB.9740.49_ORF_1	3346	+	2	464	2464	2001	1.2772	0.561464250972505	0.999999999768099
PB.9740.52	PB.9740.52_ORF_1	2277	+	2	200	1402	1203	1.27	0.577432739699757	0.999998465845283
PB.9740.53	PB.9740.53_ORF_1	1821	+	2	167	1456	1290	1.3108	0.510039257264712	0.999999260695148
PB.9740.57	PB.9740.57_ORF_1	2011	+	1	163	1650	1488	1.3129	0.48377468908019	0.999999905075382
PB.9740.55	PB.9740.55_ORF_1	4328	+	1	163	3450	3288	1.2928	0.524194392670281	1
PB.9740.60	PB.9740.60_ORF_1	3150	+	3	162	2789	2628	1.3108	0.509439303020253	0.999999999999748
PB.9740.59	PB.9740.59_ORF_1	3733	+	3	162	2855	2694	1.2928	0.561676714082994	0.999999999999904
PB.9740.61	PB.9740.61_ORF_1	2357	+	1	154	2337	2184	1.3108	0.513458052133295	0.999999999966209
PB.9740.62	PB.9740.62_ORF_1	2515	+	3	150	2351	2202	1.3108	0.535429639016924	0.99999999997561
PB.9740.64	PB.9740.64_ORF_1	2147	+	1	136	1275	1140	1.2731	0.419499775282967	0.999992048409091
PB.9740.63	PB.9740.63_ORF_1	3379	+	1	136	2502	2367	1.3108	0.586010236163551	0.99999999999703
PB.9740.65	PB.9740.65_ORF_1	1763	+	3	135	1427	1293	1.3108	0.496870766998043	0.999999228083259
PB.9740.66	PB.9740.66_ORF_1	4050	+	3	144	3173	3030	1.3108	0.561399745594687	1
PB.9740.67	PB.9740.67_ORF_1	2152	+	3	141	1280	1140	1.2731	0.419499775282967	0.99999204622883
PB.9740.68	PB.9740.68_ORF_1	3928	+	1	22	3051	3030	1.3108	0.561399745594687	1
PB.9740.69	PB.9740.69_ORF_1	2901	+	3	3	2438	2436	1.3108	0.519957106796997	0.999999999998004
PB.9740.70	PB.9740.70_ORF_1	3862	+	1	70	2985	2916	1.3108	0.573139114095349	1
PB.9740.71	PB.9740.71_ORF_1	1760	+	1	70	1347	1278	1.2731	0.43088008798184	0.999998448563439
PB.9740.72	PB.9740.72_ORF_1	3840	+	3	45	2963	2919	1.3108	0.571041831927662	1
PB.9740.73	PB.9740.73_ORF_1	2989	+	2	185	2974	2790	1.2928	0.490377630059939	1
PB.9740.74	PB.9740.74_ORF_1	3683	+	2	65	2806	2742	1.3108	0.566166477763223	1
PB.9740.75	PB.9740.75_ORF_1	3418	+	3	15	2543	2529	1.3108	0.559246338478865	0.999999999999428
PB.9740.76	PB.9740.76_ORF_1	1356	+	3	96	479	384	1.2744	0.638377993630366	0.99062424711479
PB.9740.77	PB.9740.77_ORF_1	1015	+	2	95	1015	921	1.3046	0.528399576405938	0.999959875684014
PB.9740.78	PB.9740.78_ORF_1	2437	+	2	92	1972	1881	1.2952	0.525506973982305	0.999999999012519
PB.9740.79	PB.9740.79_ORF_1	3535	+	2	83	2653	2571	1.2952	0.570909032620734	0.999999999999647
PB.9740.80	PB.9740.80_ORF_1	1684	+	1	70	789	720	1.1987	0.344999755445913	0.998273754809262
PB.9740.81	PB.9740.81_ORF_1	3423	+	3	63	2546	2484	1.3108	0.580202964899793	0.999999999999167
PB.9740.82	PB.9740.82_ORF_1	2585	+	1	52	2172	2121	1.3108	0.517143945488595	0.999999999932294
PB.9740.83	PB.9740.83_ORF_1	3412	+	1	25	2535	2511	1.2772	0.55458846276868	0.999999999999193
PB.9740.84	PB.9740.84_ORF_1	3374	+	1	25	2496	2472	1.2772	0.561867821110082	0.999999999998808
PB.9740.85	PB.9740.85_ORF_1	3280	+	3	21	2405	2385	1.3108	0.571217804562189	0.999999999997358
PB.9740.86	PB.9740.86_ORF_1	1891	+	2	5	1891	1887	1.2952	0.520826571368216	0.999999999078047
PB.9740.87	PB.9740.87_ORF_1	3322	+	2	20	2446	2427	1.2772	0.558368421612783	0.999999999997991
PB.9740.88	PB.9740.88_ORF_1	1692	+	3	195	815	621	1.2079	0.66268524023792	0.999262541981791
PB.9740.89	PB.9740.89_ORF_1	775	+	2	2	775	774	1.3189	0.488790825964565	0.999751787291115
PB.9740.90	PB.9740.90_ORF_1	3339	+	3	84	2462	2379	1.2772	0.559909002455382	0.999999999996591
PB.9740.91	PB.9740.91_ORF_1	2521	+	2	83	1324	1242	1.2755	0.505910449824375	0.999998477899702
PB.9740.92	PB.9740.92_ORF_1	3263	+	1	40	2418	2379	1.2772	0.559909002455382	0.999999999996605
PB.9740.93	PB.9740.93_ORF_1	3249	+	2	38	2416	2379	1.2772	0.559909002455382	0.999999999996608
PB.9740.94	PB.9740.94_ORF_1	3219	+	3	36	2342	2307	1.2772	0.564611574149574	0.999999999992635
PB.9740.95	PB.9740.95_ORF_1	2026	+	1	49	501	453	0.9636	0.192292784853288	0.834392349385579
PB.9740.97	PB.9740.97_ORF_1	3240	+	3	21	2363	2343	1.2772	0.559366469488189	0.999999999994911
PB.9740.96	PB.9740.96_ORF_1	3626	+	3	477	2744	2268	1.2772	0.533707441121637	0.999999999985945
PB.9740.98	PB.9740.98_ORF_1	3151	+	1	25	2274	2250	1.2772	0.56197242098621	0.999999999985892
PB.9740.99	PB.9740.99_ORF_1	3433	+	2	11	2557	2547	1.2772	0.506694101519587	0.999999999999278
PB.9740.100	PB.9740.100_ORF_1	2526	+	1	253	2157	1905	1.2928	0.552021862258899	0.999999999348744
PB.9740.101	PB.9740.101_ORF_1	3077	+	1	238	2202	1965	1.2772	0.567662131336045	0.999999999670785
PB.9740.102	PB.9740.102_ORF_1	3205	+	1	328	2328	2001	1.2772	0.561464250972505	0.999999999769885
PB.9740.103	PB.9740.103_ORF_1	838	+	3	237	500	264	0.8287	0.242957214388596	0.35666865354317
PB.9740.104	PB.9740.104_ORF_1	2969	+	1	220	2094	1875	1.2928	0.583086815858093	0.999999999226971
PB.9740.105	PB.9740.105_ORF_1	3019	+	3	219	2144	1926	1.2772	0.577273472375592	0.99999999952108
PB.9740.106	PB.9740.106_ORF_1	2775	+	3	207	1856	1650	1.1753	0.48639447012988	0.999999974441214
PB.9740.108	PB.9740.108_ORF_1	2976	+	2	206	2101	1896	1.2772	0.556877732022918	0.999999999243595
PB.9740.107	PB.9740.107_ORF_1	3024	+	2	206	2143	1938	1.2772	0.557800582854063	0.999999999528594
PB.9740.109	PB.9740.109_ORF_1	2987	+	3	147	2108	1962	1.2772	0.570775578938238	0.999999999667564
PB.9740.110	PB.9740.110_ORF_1	2964	+	3	120	2084	1965	1.2772	0.567662131336045	0.999999999672818
PB.9740.111	PB.9740.111_ORF_1	2988	+	1	106	2106	2001	1.2772	0.561464250972505	0.999999999772607
PB.9740.112	PB.9740.112_ORF_1	2660	+	2	92	1741	1650	1.1753	0.48639447012988	0.99999997460187
PB.9740.113	PB.9740.113_ORF_1	400	+	2	89	400	312	1.1155	0.443772733044056	0.898295794452128
PB.9740.114	PB.9740.114_ORF_1	2837	+	2	86	1960	1875	1.2928	0.583086815858093	0.999999999232545
PB.9740.115	PB.9740.115_ORF_1	2806	+	1	46	2046	2001	1.2772	0.561464250972505	0.999999999774865
PB.9740.116	PB.9740.116_ORF_1	2921	+	2	44	2044	2001	1.2772	0.561464250972505	0.99999999977344
PB.9740.117	PB.9740.117_ORF_1	2859	+	2	110	1474	1365	1.3108	0.510024457797972	0.99999966180276
PB.9740.118	PB.9740.118_ORF_8	1485	+	2	449	610	162	1.1773	0.601726907606221	0.833732004818769
PB.9740.119	PB.9740.119_ORF_2	568	+	3	78	230	153	0.9446	0.00380000614032632	0.0537257140433136
PB.9740.120	PB.9740.120_ORF_1	2760	+	2	74	1963	1890	1.2772	0.561189052150869	0.999999999221244
PB.9740.121	PB.9740.121_ORF_1	1954	+	2	74	1546	1473	1.2612	0.472563124408504	0.999999856830618
PB.9740.122	PB.9740.122_ORF_2	2654	+	2	800	1777	978	1.2334	0.581140318570221	0.999978467633749
PB.9740.123	PB.9740.123_ORF_1	2804	+	2	38	1927	1890	1.2772	0.561189052150869	0.999999999219363
PB.9740.124	PB.9740.124_ORF_1	2544	+	3	12	1673	1662	1.297	0.544627986363487	0.999999989812477
PB.9740.125	PB.9740.125_ORF_2	821	+	2	134	301	168	0.7869	-0.0367799848043589	0.0291826202428437
PB.9740.127	PB.9740.127_ORF_1	2197	+	2	269	1873	1605	1.3126	0.504957789110778	0.999999977199177
PB.9740.126	PB.9740.126_ORF_1	2726	+	2	269	1849	1581	1.2772	0.594818259453748	0.999999979893531
PB.9740.129	PB.9740.129_ORF_1	2717	+	2	224	1840	1617	1.297	0.586540077558711	0.999999986805935
PB.9740.131	PB.9740.131_ORF_1	2662	+	1	205	1785	1581	1.2772	0.594818259453748	0.999999979963965
PB.9740.132	PB.9740.132_ORF_1	2656	+	1	163	1779	1617	1.297	0.586540077558711	0.999999986849991
PB.9740.133	PB.9740.133_ORF_1	2530	+	1	163	1653	1491	1.2772	0.615866015472476	0.999999952082803
PB.9740.134	PB.9740.134_ORF_1	2146	+	1	106	1371	1266	1.297	0.495615046746324	0.999998873198088
PB.9740.135	PB.9740.135_ORF_1	2489	+	2	95	1711	1617	1.297	0.586540077558711	0.999999986969854
PB.9740.136	PB.9740.136_ORF_1	2567	+	2	434	1690	1257	1.27	0.574562105727853	0.999999133108053
PB.9740.137	PB.9740.137_ORF_1	2530	+	1	73	1653	1581	1.2772	0.594818259453748	0.999999980108457
PB.9740.139	PB.9740.139_ORF_1	2405	+	2	551	1528	978	1.2334	0.581140318570221	0.999978759610931
PB.9740.138	PB.9740.138_ORF_1	2395	+	1	73	1512	1440	1.2772	0.577313144486626	0.999999893664391
PB.9740.141	PB.9740.141_ORF_1	1963	+	2	38	1357	1320	1.297	0.482751158819369	0.999999340801525
PB.9740.142	PB.9740.142_ORF_1	2430	+	2	8	1624	1617	1.297	0.586540077558711	0.999999987011939
PB.9740.143	PB.9740.143_ORF_1	2487	+	1	10	1608	1599	1.297	0.586129449629475	0.999999984024946
PB.9740.144	PB.9740.144_ORF_1	2498	+	3	57	1337	1281	1.297	0.535177841394588	0.999999236017778
PB.9740.145	PB.9740.145_ORF_1	2411	+	2	44	1534	1491	1.297	0.582534777927545	0.999999945567646
PB.9740.146	PB.9740.146_ORF_1	2354	+	1	43	1569	1527	1.297	0.574057888003893	0.999999961812352
PB.9740.147	PB.9740.147_ORF_1	2315	+	2	38	1438	1401	1.297	0.60414675762605	0.999999870010878
PB.9740.149	PB.9740.149_ORF_1	2254	+	3	84	1505	1422	1.27	0.573175460097141	0.999999864336455
PB.9740.150	PB.9740.150_ORF_1	2078	+	2	77	1498	1422	1.27	0.573175460097141	0.999999865639353
PB.9740.152	PB.9740.152_ORF_1	560	+	3	63	560	498	1.1757	0.581119316706004	0.994991351801759
PB.9740.151	PB.9740.151_ORF_1	1002	+	3	63	638	576	1.1226	0.477843631833165	0.995180395290837
PB.9740.153	PB.9740.153_ORF_1	2319	+	2	17	1438	1422	1.27	0.573175460097141	0.999999863852083
PB.9740.155	PB.9740.155_ORF_1	2236	+	3	12	446	435	1.18	0.531800870708185	0.985376345930811
PB.9740.166	PB.9740.166_ORF_1	2001	+	3	12	1082	1071	1.165	0.461256644886415	0.999980768271088
PB.9740.170	PB.9740.170_ORF_1	1525	+	3	12	1166	1155	1.2772	0.500973165167986	0.999996092423442
PB.9740.161	PB.9740.161_ORF_1	2152	+	3	12	1547	1536	1.3054	0.542694983270155	0.999999959870634
PB.9740.162	PB.9740.162_ORF_1	2078	+	3	12	1433	1422	1.27	0.573175460097141	0.999999865639353
PB.9740.167	PB.9740.167_ORF_1	1781	+	3	12	1421	1410	1.27	0.480172473954193	0.999999734168107
PB.9740.154	PB.9740.154_ORF_1	2274	+	3	12	1397	1386	1.27	0.582272961761459	0.999999807743645
PB.9740.156	PB.9740.156_ORF_1	2229	+	3	12	1352	1341	1.297	0.579533727189912	0.999999706063811
PB.9740.157	PB.9740.157_ORF_1	2226	+	3	12	1565	1554	1.2574	0.489108272017135	0.99999994619167
PB.9740.158	PB.9740.158_ORF_1	2184	+	3	12	1307	1296	1.297	0.605621750751066	0.999999585928966
PB.9740.159	PB.9740.159_ORF_1	2211	+	3	12	1433	1422	1.27	0.573175460097141	0.999999864655938
PB.9740.160	PB.9740.160_ORF_1	2198	+	3	12	1433	1422	1.27	0.573175460097141	0.999999864752378
PB.9740.163	PB.9740.163_ORF_1	2035	+	3	12	1433	1422	1.27	0.573175460097141	0.999999865955767
PB.9740.164	PB.9740.164_ORF_1	2100	+	3	12	1433	1422	1.27	0.573175460097141	0.999999865477177
PB.9740.168	PB.9740.168_ORF_1	1748	+	3	12	1376	1365	1.297	0.547086784694758	0.999999733498916
PB.9740.173	PB.9740.173_ORF_1	607	+	3	12	587	576	1.0211	0.419498358545507	0.990509682143487
PB.9740.169	PB.9740.169_ORF_1	1540	+	3	12	1481	1470	1.1435	0.450142263460906	0.999999751192517
PB.9740.172	PB.9740.172_ORF_1	934	+	3	12	524	513	1.164	0.494237500018832	0.992395062735464
PB.9740.165	PB.9740.165_ORF_1	2070	+	3	12	1190	1179	1.2715	0.608481810046195	0.99999836514867
PB.9740.171	PB.9740.171_ORF_1	1334	+	3	12	725	714	1.1166	0.444497098400284	0.998685400379968
PB.9740.174	PB.9740.174_ORF_1	2270	+	2	134	1390	1257	1.27	0.574562105727853	0.999999147110954
PB.9740.175	PB.9740.175_ORF_1	2167	+	1	70	1290	1221	1.2856	0.584933012168295	0.999998871060975
PB.9740.176	PB.9740.176_ORF_1	2224	+	1	55	1065	1011	1.3054	0.525390814054641	0.999984090846379
PB.9740.177	PB.9740.177_ORF_1	1561	+	1	55	1311	1257	1.27	0.574562105727853	0.999999179631097
PB.9740.178	PB.9740.178_ORF_1	2101	+	2	50	1687	1638	1.138	0.394863012435407	0.999999944170848
PB.9740.179	PB.9740.179_ORF_1	2168	+	2	35	1291	1257	1.27	0.574562105727853	0.999999151867665
PB.9740.180	PB.9740.180_ORF_1	2044	+	2	35	1165	1131	1.27	0.611909420590438	0.999997250246285
PB.9740.181	PB.9740.181_ORF_1	2139	+	3	111	1262	1152	1.2856	0.588081386608735	0.99999760688517
PB.9740.182	PB.9740.182_ORF_1	1894	+	1	4	1014	1011	1.2532	0.562183817879668	0.999985038601945
PB.9740.183	PB.9740.183_ORF_1	2061	+	3	126	1184	1059	1.228	0.586304660476835	0.999991684522847
PB.9740.184	PB.9740.184_ORF_1	1717	+	1	91	798	708	0.9721	0.423296227410475	0.997316675020282
PB.9740.185	PB.9740.185_ORF_1	1880	+	1	70	1002	933	1.2124	0.633194265921315	0.999973235480599
PB.9740.186	PB.9740.186_ORF_1	1984	+	2	182	1105	924	1.1254	0.348179072941135	0.999773504578988
PB.9740.187	PB.9740.187_ORF_1	1746	+	3	66	1124	1059	1.228	0.586304660476835	0.999991826912165
PB.9740.188	PB.9740.188_ORF_1	1903	+	2	38	1096	1059	1.228	0.586304660476835	0.999991756250924
PB.9740.189	PB.9740.189_ORF_1	1769	+	2	8	1066	1059	1.228	0.586304660476835	0.999991816598508
PB.9740.190	PB.9740.190_ORF_1	1805	+	2	8	1066	1059	1.228	0.586304660476835	0.999991800429258
PB.9740.191	PB.9740.191_ORF_1	2029	+	1	175	1152	978	1.2334	0.581140318570221	0.999979193022506
PB.9740.192	PB.9740.192_ORF_1	1562	+	2	17	643	627	0.9667	0.394067194658355	0.99203192935013
PB.9740.195	PB.9740.195_ORF_1	1406	+	2	5	631	627	0.9667	0.394067194658355	0.9920992588182
PB.9740.194	PB.9740.194_ORF_1	1682	+	2	5	805	801	1.2477	0.563327210593344	0.999843168880642
PB.9740.193	PB.9740.193_ORF_1	1735	+	2	5	856	852	1.2321	0.631737051176974	0.999938055552258
PB.9740.196	PB.9740.196_ORF_1	1183	+	2	17	976	960	1.2334	0.572377222132773	0.999974377935494
PB.9740.197	PB.9740.197_ORF_1	1950	+	3	15	791	777	1.228	0.464247016201148	0.999593624548486
PB.9740.198	PB.9740.198_ORF_1	1760	+	2	149	883	735	1.2193	0.640506067407717	0.999772459440983
PB.9740.199	PB.9740.199_ORF_1	1744	+	1	97	867	771	1.1869	0.620967334771086	0.99980867361621
PB.9740.200	PB.9740.200_ORF_1	1807	+	1	97	930	834	1.2124	0.576861663150985	0.999886429576664
PB.9740.201	PB.9740.201_ORF_1	1698	+	1	97	1089	993	1.2319	0.449375495205468	0.999961368800094
PB.9740.202	PB.9740.202_ORF_1	2765	+	2	1118	1888	771	1.1869	0.620967334771086	0.999797659382279
PB.9740.203	PB.9740.203_ORF_1	2036	+	2	698	1117	420	1.0357	0.374554033489309	0.930983024396909
PB.9740.204	PB.9740.204_ORF_1	1694	+	2	47	817	771	1.1869	0.620967334771086	0.999809197331406
PB.9740.205	PB.9740.205_ORF_1	1648	+	1	37	771	735	1.2193	0.640506067407717	0.999773852194116
PB.9740.206	PB.9740.206_ORF_1	1567	+	2	17	787	771	1.1869	0.620967334771086	0.999810521133284
PB.9740.207	PB.9740.207_ORF_7	2121	+	1	1084	1245	162	1.1773	0.601726907606221	0.828841427734747
PB.9740.208	PB.9740.208_ORF_1	2886	+	3	1494	2114	621	1.2079	0.66268524023792	0.999212685479536
PB.9740.209	PB.9740.209_ORF_1	2471	+	2	1283	1552	270	0.9484	0.332680139804801	0.585361945727135
PB.9740.210	PB.9740.210_ORF_1	2284	+	3	786	1406	621	1.2079	0.66268524023792	0.999238229790241
PB.9740.211	PB.9740.211_ORF_1	2088	+	2	347	670	324	1.1708	0.117627189453145	0.606259647344845
PB.9740.212	PB.9740.212_ORF_1	1266	+	3	222	491	270	0.9484	0.332680139804801	0.601302721374386
PB.9740.213	PB.9740.213_ORF_1	1530	+	3	69	653	585	1.1974	0.689840217706682	0.99903871088407
PB.9740.214	PB.9740.214_ORF_1	1371	+	2	65	685	621	1.2079	0.66268524023792	0.999275398978407
